INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
2020,7,100,15030,
2020,7,101,679,
2020,7,102,576,
2020,7,103,510,
2020,7,104,307,
2020,7,105,735,
2020,7,106,695,
2020,7,107,411,
2020,7,108,310,
2020,7,109,2057,
2020,7,110,507,
2020,7,111,492,
2020,7,112,2230,
2020,7,113,4837,
2020,7,114,226,
2020,7,115,3064,
2020,8,1,2803,
2020,8,2,728,
2020,8,3,3098,
2020,8,4,5128,
2020,8,5,788,
2020,8,6,1038,
2020,8,7,2215,
2020,8,8,3079,
2020,8,9,1115,
2020,8,10,2982,
2020,8,11,664,
2020,8,12,1322,
2020,8,13,1266,
2020,8,14,2482,
2020,8,15,1056,
2020,8,16,23962,
2020,8,17,3448,
2020,8,18,3356,
2020,8,19,2647,
2020,8,20,2995,
2020,8,21,2217,
2020,8,22,829,
2020,8,23,455,
2020,8,24,1892,
2020,8,25,1773,
2020,8,26,1910,
2020,8,27,1336,
2020,8,28,1275,
2020,8,29,2214,
2020,8,30,2800,
2020,8,31,2524,
2020,8,32,6645,
2020,8,33,7793,
2020,8,34,4884,
2020,8,35,3649,
2020,8,36,5591,
2020,8,37,2771,
2020,8,38,1835,
2020,8,39,2658,
2020,8,40,5856,
2020,8,41,2157,
2020,8,63,1257,
2020,8,64,2855,
2020,8,65,934,
2020,8,66,474,
2020,8,67,1220,
2020,8,68,1440,
2020,8,69,365,
2020,8,70,699,
2020,8,71,537,
2020,8,72,751,
2020,8,73,1018,
2020,8,74,3142,
2020,8,75,1214,
2020,8,76,1924,
2020,8,77,1890,
2020,8,78,1035,
2020,8,79,563,
2020,8,80,541,
2020,8,81,573,
2020,8,82,3479,
2020,8,83,1952,
2020,8,84,91,
2020,8,85,958,
2020,8,86,19396,
2020,8,87,18585,
2020,8,88,21682,
2020,8,89,25366,
2020,8,90,26930,
2020,8,91,13946,
2020,8,92,5987,
2020,8,93,22256,
2020,8,94,35542,
2020,8,95,22738,
2020,8,96,2032,
2020,8,97,1073,
2020,8,98,9835,
2020,8,99,4937,
2020,8,100,13740,
2020,8,101,719,
2020,8,102,648,
2020,8,103,488,
2020,8,104,295,
2020,8,105,821,
2020,8,106,751,
2020,8,107,395,
2020,8,108,290,
2020,8,109,1907,
2020,8,110,741,
2020,8,111,580,
2020,8,112,2096,
2020,8,113,4721,
2020,8,114,216,
2020,8,115,2976,
2020,9,1,2285,
2020,9,2,500,
2020,9,3,2706,
2020,9,4,6662,
2020,9,5,1324,
2020,9,6,910,
2020,9,7,3331,
2020,9,8,2911,
2020,9,9,911,
2020,9,10,2648,
2020,9,11,744,
2020,9,12,1300,
2020,9,13,1218,
2020,9,14,2600,
2020,9,15,1030,
2020,9,16,22848,
2020,9,17,3432,
2020,9,18,3546,
2020,9,19,2429,
2020,9,20,2821,
2020,9,21,1987,
2020,9,22,783,
2020,9,23,421,
2020,9,24,1788,
2020,9,25,1581,
2020,9,26,1708,
2020,9,27,1378,
2020,9,28,1373,
2020,9,29,3206,
2020,9,30,2548,
2020,9,31,3366,
2020,9,32,8819,
2020,9,33,6993,
2020,9,34,6958,
2020,9,35,5563,
2020,9,36,4909,
2020,9,37,2447,
2020,9,38,1589,
2020,9,39,2402,
2020,9,40,4904,
2020,9,41,1893,
2020,9,63,1173,
2020,9,64,2627,
2020,9,65,686,
2020,9,66,664,
2020,9,67,1228,
2020,9,68,1694,
2020,9,69,453,
2020,9,70,719,
2020,9,71,669,
2020,9,72,695,
2020,9,73,1118,
2020,9,74,3322,
2020,9,75,1562,
2020,9,76,2372,
2020,9,77,2040,
2020,9,78,851,
2020,9,79,677,
2020,9,80,585,
2020,9,81,745,
2020,9,82,3451,
2020,9,83,2044,
2020,9,84,115,
2020,9,85,1038,
2020,9,86,17864,
2020,9,87,16763,
2020,9,88,20340,
2020,9,89,23218,
2020,9,90,23604,
2020,9,91,13326,
2020,9,92,5181,
2020,9,93,21076,
2020,9,94,32306,
2020,9,95,20988,
2020,9,96,1802,
2020,9,97,1267,
2020,9,98,9517,
2020,9,99,4421,
2020,9,100,12818,
2020,9,101,761,
2020,9,102,642,
2020,9,103,452,
2020,9,104,267,
2020,9,105,759,
2020,9,106,749,
2020,9,107,359,
2020,9,108,234,
2020,9,109,1621,
2020,9,110,609,
2020,9,111,540,
2020,9,112,1744,
2020,9,113,4357,
2020,9,114,178,
2020,9,115,2408,
2020,10,1,1689,
2020,10,2,628,
2020,10,3,2672,
2020,10,4,5498,
2020,10,5,946,
2020,10,6,756,
2020,10,7,3061,
2020,10,8,2415,
2020,10,9,1871,
2020,10,10,1992,
2020,10,11,538,
2020,10,12,828,
2020,10,13,792,
2020,10,14,2064,
2020,10,15,890,
2020,10,16,21492,
2020,10,17,2832,
2020,10,18,3148,
2020,10,19,2077,
2020,10,20,2431,
2020,10,21,1621,
2020,10,22,635,
2020,10,23,483,
2020,10,24,1662,
2020,10,25,1605,
2020,10,26,1452,
2020,10,27,1186,
2020,10,28,1181,
2020,10,29,2450,
2020,10,30,2020,
2020,10,31,2714,
2020,10,32,6879,
2020,10,33,5285,
2020,10,34,5410,
2020,10,35,4421,
2020,10,36,5563,
2020,10,37,2969,
2020,10,38,2057,
2020,10,39,2958,
2020,10,40,7264,
2020,10,41,1505,
2020,10,63,847,
2020,10,64,2881,
2020,10,65,-166,
2020,10,66,468,
2020,10,67,920,
2020,10,68,1676,
2020,10,69,343,
2020,10,70,639,
2020,10,71,525,
2020,10,72,643,
2020,10,73,686,
2020,10,74,2598,
2020,10,75,996,
2020,10,76,1966,
2020,10,77,1662,
2020,10,78,405,
2020,10,79,475,
2020,10,80,523,
2020,10,81,591,
2020,10,82,2903,
2020,10,83,1572,
2020,10,84,463,
2020,10,85,1004,
2020,10,86,15020,
2020,10,87,16763,
2020,10,88,20220,
2020,10,89,23108,
2020,10,90,22948,
2020,10,91,13016,
2020,10,92,5155,
2020,10,93,20990,
2020,10,94,32284,
2020,10,95,20684,
2020,10,96,2042,
2020,10,97,1227,
2020,10,98,9307,
2020,10,99,4221,
2020,10,100,10482,
2020,10,101,737,
2020,10,102,646,
2020,10,103,376,
2020,10,104,229,
2020,10,105,715,
2020,10,106,709,
2020,10,107,331,
2020,10,108,200,
2020,10,109,1323,
2020,10,110,691,
2020,10,111,544,
2020,10,112,1318,
2020,10,113,4111,
2020,10,114,130,
2020,10,115,1826,
2020,11,1,1829,
2020,11,2,2262,
2020,11,3,2092,
2020,11,4,4960,
2020,11,5,888,
2020,11,6,1146,
2020,11,7,2901,
2020,11,8,2119,
2020,11,9,1693,
2020,11,10,1706,
2020,11,11,512,
2020,11,12,922,
2020,11,13,748,
2020,11,14,2300,
2020,11,15,840,
2020,11,16,21166,
2020,11,17,2768,
2020,11,18,3108,
2020,11,19,2249,
2020,11,20,2197,
2020,11,21,1513,
2020,11,22,571,
2020,11,23,457,
2020,11,24,1758,
2020,11,25,1717,
2020,11,26,1488,
2020,11,27,1216,
2020,11,28,993,
2020,11,29,2344,
2020,11,30,1680,
2020,11,31,2382,
2020,11,32,6151,
2020,11,33,6745,
2020,11,34,5094,
2020,11,35,3741,
2020,11,36,4685,
2020,11,37,2287,
2020,11,38,1775,
2020,11,39,2468,
2020,11,40,6348,
2020,11,41,1283,
2020,11,63,1065,
2020,11,64,3259,
2020,11,65,202,
2020,11,66,428,
2020,11,67,970,
2020,11,68,1744,
2020,11,69,493,
2020,11,70,725,
2020,11,71,587,
2020,11,72,615,
2020,11,73,780,
2020,11,74,3084,
2020,11,75,1260,
2020,11,76,2096,
2020,11,77,1654,
2020,11,78,469,
2020,11,79,533,
2020,11,80,549,
2020,11,81,615,
2020,11,82,2905,
2020,11,83,1612,
2020,11,84,915,
2020,11,85,906,
2020,11,86,14268,
2020,11,87,16389,
2020,11,88,19004,
2020,11,89,22748,
2020,11,90,22446,
2020,11,91,12378,
2020,11,92,5133,
2020,11,93,20360,
2020,11,94,31452,
2020,11,95,19430,
2020,11,96,1872,
2020,11,97,1155,
2020,11,98,9267,
2020,11,99,4107,
2020,11,100,8992,
2020,11,101,775,
2020,11,102,658,
2020,11,103,328,
2020,11,104,197,
2020,11,105,723,
2020,11,106,735,
2020,11,107,309,
2020,11,108,182,
2020,11,109,1211,
2020,11,110,455,
2020,11,111,498,
2020,11,112,5480,
2020,11,113,3813,
2020,11,114,84,
2020,11,115,1608,
2020,12,1,2157,
2020,12,2,1552,
2020,12,3,3396,
2020,12,4,6734,
2020,12,5,1922,
2020,12,6,1122,
2020,12,7,2629,
2020,12,8,2039,
2020,12,9,1453,
2020,12,10,1438,
2020,12,11,616,
2020,12,12,1010,
2020,12,13,874,
2020,12,14,2436,
2020,12,15,1006,
2020,12,16,20716,
2020,12,17,3002,
2020,12,18,3218,
2020,12,19,2351,
2020,12,20,1955,
2020,12,21,1387,
2020,12,22,535,
2020,12,23,435,
2020,12,24,2084,
2020,12,25,1713,
2020,12,26,1474,
2020,12,27,1212,
2020,12,28,1427,
2020,12,29,3608,
2020,12,30,2970,
2020,12,31,3114,
2020,12,32,7813,
2020,12,33,5835,
2020,12,34,6772,
2020,12,35,5469,
2020,12,36,4211,
2020,12,37,2243,
2020,12,38,1611,
2020,12,39,2356,
2020,12,40,5010,
2020,12,41,1243,
2020,12,63,1219,
2020,12,64,3461,
2020,12,65,758,
2020,12,66,416,
2020,12,67,1068,
2020,12,68,1734,
2020,12,69,545,
2020,12,70,715,
2020,12,71,693,
2020,12,72,651,
2020,12,73,824,
2020,12,74,2986,
2020,12,75,1512,
2020,12,76,1896,
2020,12,77,1884,
2020,12,78,617,
2020,12,79,511,
2020,12,80,587,
2020,12,81,571,
2020,12,82,2715,
2020,12,83,1558,
2020,12,84,697,
2020,12,85,1068,
2020,12,86,13424,
2020,12,87,15813,
2020,12,88,18692,
2020,12,89,21840,
2020,12,90,22114,
2020,12,91,12250,
2020,12,92,4927,
2020,12,93,19226,
2020,12,94,30936,
2020,12,95,18328,
2020,12,96,1808,
2020,12,97,1115,
2020,12,98,8915,
2020,12,99,4031,
2020,12,100,8356,
2020,12,101,909,
2020,12,102,688,
2020,12,103,300,
2020,12,104,175,
2020,12,105,737,
2020,12,106,819,
2020,12,107,287,
2020,12,108,168,
2020,12,109,1051,
2020,12,110,829,
2020,12,111,652,
2020,12,112,5320,
2020,12,113,3571,
2020,12,114,46,
2020,12,115,1328,
2021,1,1,2677,
2021,1,2,4760,
2021,1,3,2760,
2021,1,4,6074,
2021,1,5,1658,
2021,1,6,1060,
2021,1,7,2367,
2021,1,8,1725,
2021,1,9,1407,
2021,1,10,3952,
2021,1,11,676,
2021,1,12,1138,
2021,1,13,1030,
2021,1,14,2682,
2021,1,15,922,
2021,1,16,20096,
2021,1,17,2796,
2021,1,18,3362,
2021,1,19,2147,
2021,1,20,1693,
2021,1,21,1119,
2021,1,22,1187,
2021,1,23,757,
2021,1,24,2434,
2021,1,25,1811,
2021,1,26,1584,
2021,1,27,1290,
2021,1,28,1889,
2021,1,29,3178,
2021,1,30,2562,
2021,1,31,2832,
2021,1,32,7099,
2021,1,33,5209,
2021,1,34,5802,
2021,1,35,5025,
2021,1,36,7039,
2021,1,37,3713,
2021,1,38,2619,
2021,1,39,4370,
2021,1,40,4852,
2021,1,41,3525,
2021,1,42,3595,
2021,1,43,6465,
2021,1,44,6432,
2021,1,45,1858,
2021,1,46,1766,
2021,1,47,5397,
2021,1,48,1946,
2021,1,49,1144,
2021,1,50,18315,
2021,1,51,9048,
2021,1,52,5848,
2021,1,53,7340,
2021,1,54,7103,
2021,1,55,4240,
2021,1,56,8140,
2021,1,57,1694,
2021,1,58,1839,
2021,1,59,673,
2021,1,60,8129,
2021,1,61,7695,
2021,1,62,2932,
2021,1,63,1479,
2021,1,64,3491,
2021,1,65,962,
2021,1,66,480,
2021,1,67,1042,
2021,1,68,1688,
2021,1,69,459,
2021,1,70,797,
2021,1,71,843,
2021,1,72,725,
2021,1,73,922,
2021,1,74,3088,
2021,1,75,2094,
2021,1,76,2104,
2021,1,77,1790,
2021,1,78,787,
2021,1,79,573,
2021,1,80,567,
2021,1,81,581,
2021,1,82,2621,
2021,1,83,1724,
2021,1,84,477,
2021,1,85,1122,
2021,1,86,19926,
2021,1,87,25943,
2021,1,88,25116,
2021,1,89,25348,
2021,1,90,35326,
2021,1,91,17620,
2021,1,92,7625,
2021,1,93,22336,
2021,1,94,33356,
2021,1,95,24656,
2021,1,96,2104,
2021,1,97,1085,
2021,1,98,11089,
2021,1,99,6463,
2021,1,100,13528,
2021,1,101,1045,
2021,1,102,732,
2021,1,103,254,
2021,1,104,145,
2021,1,105,855,
2021,1,106,811,
2021,1,107,261,
2021,1,108,150,
2021,1,109,861,
2021,1,110,813,
2021,1,111,624,
2021,1,112,5108,
2021,1,113,6357,
2021,1,114,626,
2021,1,115,1126,
2021,2,1,2921,
2021,2,2,4064,
2021,2,3,4306,
2021,2,4,5866,
2021,2,5,1214,
2021,2,6,904,
2021,2,7,2279,
2021,2,8,3873,
2021,2,9,1255,
2021,2,10,3758,
2021,2,11,676,
2021,2,12,1014,
2021,2,13,1196,
2021,2,14,3150,
2021,2,15,902,
2021,2,16,19380,
2021,2,17,3132,
2021,2,18,3834,
2021,2,19,2405,
2021,2,20,3511,
2021,2,21,3355,
2021,2,22,1085,
2021,2,23,631,
2021,2,24,2692,
2021,2,25,1617,
2021,2,26,1656,
2021,2,27,1364,
2021,2,28,1935,
2021,2,29,2812,
2021,2,30,2314,
2021,2,31,2484,
2021,2,32,6473,
2021,2,33,9875,
2021,2,34,5118,
2021,2,35,4765,
2021,2,36,6411,
2021,2,37,3311,
2021,2,38,2277,
2021,2,39,4028,
2021,2,40,9552,
2021,2,41,3295,
2021,2,42,3721,
2021,2,43,6673,
2021,2,44,6636,
2021,2,45,1930,
2021,2,46,1888,
2021,2,47,5729,
2021,2,48,2032,
2021,2,49,1134,
2021,2,50,18133,
2021,2,51,9486,
2021,2,52,6112,
2021,2,53,7228,
2021,2,54,7431,
2021,2,55,4644,
2021,2,56,8000,
2021,2,57,1849,
2021,2,58,1791,
2021,2,59,749,
2021,2,60,8019,
2021,2,61,7925,
2021,2,62,2986,
2021,2,63,1951,
2021,2,64,4135,
2021,2,65,1542,
2021,2,66,638,
2021,2,67,1034,
2021,2,68,1904,
2021,2,69,639,
2021,2,70,945,
2021,2,71,1041,
2021,2,72,911,
2021,2,73,1324,
2021,2,74,3140,
2021,2,75,2480,
2021,2,76,2492,
2021,2,77,2312,
2021,2,78,937,
2021,2,79,743,
2021,2,80,727,
2021,2,81,753,
2021,2,82,2807,
2021,2,83,2026,
2021,2,84,401,
2021,2,85,1288,
2021,2,86,19488,
2021,2,87,25395,
2021,2,88,24360,
2021,2,89,24796,
2021,2,90,34620,
2021,2,91,17256,
2021,2,92,7417,
2021,2,93,21870,
2021,2,94,32800,
2021,2,95,24250,
2021,2,96,2104,
2021,2,97,1049,
2021,2,98,10829,
2021,2,99,6419,
2021,2,100,13232,
2021,2,101,1161,
2021,2,102,798,
2021,2,103,250,
2021,2,104,135,
2021,2,105,1005,
2021,2,106,853,
2021,2,107,261,
2021,2,108,138,
2021,2,109,4391,
2021,2,110,1313,
2021,2,111,806,
2021,2,112,4914,
2021,2,113,6227,
2021,2,114,606,
2021,2,115,784,
2021,3,1,3111,
2021,3,2,3436,
2021,3,3,3852,
2021,3,4,7304,
2021,3,5,2212,
2021,3,6,780,
2021,3,7,3803,
2021,3,8,3445,
2021,3,9,939,
2021,3,10,3474,
2021,3,11,558,
2021,3,12,1054,
2021,3,13,1146,
2021,3,14,3054,
2021,3,15,890,
2021,3,16,18678,
2021,3,17,3658,
2021,3,18,3368,
2021,3,19,2287,
2021,3,20,3293,
2021,3,21,3109,
2021,3,22,1043,
2021,3,23,571,
2021,3,24,2574,
2021,3,25,1635,
2021,3,26,1792,
2021,3,27,1580,
2021,3,28,1877,
2021,3,29,4386,
2021,3,30,1822,
2021,3,31,4612,
2021,3,32,11811,
2021,3,33,7789,
2021,3,34,9238,
2021,3,35,7731,
2021,3,36,5215,
2021,3,37,3107,
2021,3,38,1661,
2021,3,39,3546,
2021,3,40,8602,
2021,3,41,2997,
2021,3,42,3591,
2021,3,43,6397,
2021,3,44,6378,
2021,3,45,1856,
2021,3,46,1886,
2021,3,47,5905,
2021,3,48,1946,
2021,3,49,1064,
2021,3,50,25053,
2021,3,51,9866,
2021,3,52,6162,
2021,3,53,7402,
2021,3,54,7167,
2021,3,55,4692,
2021,3,56,7570,
2021,3,57,1774,
2021,3,58,1831,
2021,3,59,857,
2021,3,60,9579,
2021,3,61,7491,
2021,3,62,2760,
2021,3,63,2145,
2021,3,64,4295,
2021,3,65,1966,
2021,3,66,724,
2021,3,67,1202,
2021,3,68,1658,
2021,3,69,683,
2021,3,70,927,
2021,3,71,1179,
2021,3,72,1005,
2021,3,73,1464,
2021,3,74,3356,
2021,3,75,2762,
2021,3,76,2438,
2021,3,77,2806,
2021,3,78,1053,
2021,3,79,715,
2021,3,80,899,
2021,3,81,709,
2021,3,82,2655,
2021,3,83,2132,
2021,3,84,179,
2021,3,85,1312,
2021,3,86,18468,
2021,3,87,22709,
2021,3,88,22266,
2021,3,89,23022,
2021,3,90,32272,
2021,3,91,15620,
2021,3,92,6943,
2021,3,93,20330,
2021,3,94,29426,
2021,3,95,22122,
2021,3,96,1856,
2021,3,97,1567,
2021,3,98,10111,
2021,3,99,5655,
2021,3,100,12390,
2021,3,101,1153,
2021,3,102,768,
2021,3,103,554,
2021,3,104,937,
2021,3,105,1011,
2021,3,106,847,
2021,3,107,967,
2021,3,108,1014,
2021,3,109,4925,
2021,3,110,867,
2021,3,111,616,
2021,3,112,4142,
2021,3,113,5669,
2021,3,114,540,
2021,3,115,3960,
2021,4,1,2939,
2021,4,2,5920,
2021,4,3,4866,
2021,4,4,6602,
2021,4,5,1852,
2021,4,6,1212,
2021,4,7,3333,
2021,4,8,3047,
2021,4,9,2499,
2021,4,10,2610,
2021,4,11,480,
2021,4,12,714,
2021,4,13,1064,
2021,4,14,2648,
2021,4,15,730,
2021,4,16,37662,
2021,4,17,3698,
2021,4,18,2628,
2021,4,19,2147,
2021,4,20,2813,
2021,4,21,2689,
2021,4,22,855,
2021,4,23,841,
2021,4,24,2426,
2021,4,25,1761,
2021,4,26,1838,
2021,4,27,1578,
2021,4,28,1769,
2021,4,29,3220,
2021,4,30,3314,
2021,4,31,3852,
2021,4,32,10159,
2021,4,33,6205,
2021,4,34,7062,
2021,4,35,6791,
2021,4,36,8241,
2021,4,37,4031,
2021,4,38,2449,
2021,4,39,4642,
2021,4,40,7466,
2021,4,41,2657,
2021,4,42,3271,
2021,4,43,6147,
2021,4,44,5822,
2021,4,45,1676,
2021,4,46,1802,
2021,4,47,5605,
2022,12,23,1985,
2022,12,24,7992,
2022,12,25,5039,
2022,12,26,4544,
2022,12,27,3904,
2022,12,28,4969,
2022,12,29,9260,
2022,12,30,7152,
2022,12,31,12272,
2022,12,32,23061,
2022,12,33,23231,
2022,12,34,28148,
2022,12,35,16939,
2022,12,36,13557,
2022,12,37,5513,
2022,12,38,4387,
2022,12,39,9074,
2022,12,40,12144,
2022,12,41,5193,
2022,12,42,4857,
2022,12,43,7411,
2022,12,44,8922,
2022,12,45,2912,
2022,12,46,3338,
2022,12,47,8519,
2022,12,48,3418,
2022,12,49,1622,
2022,12,50,45455,
2022,12,51,12584,
2022,12,52,7354,
2022,12,53,8464,
2022,12,54,13049,
2022,12,55,8514,
2022,12,56,14006,
2022,12,57,4593,
2022,12,58,4861,
2022,12,59,2953,
2022,12,60,14109,
2022,12,61,10025,
2022,12,62,8552,
2022,12,63,5241,
2022,12,64,12605,
2022,12,65,3926,
2022,12,66,1694,
2022,12,67,1790,
2022,12,68,5724,
2022,12,69,1451,
2022,12,70,2645,
2022,12,71,3043,
2022,12,72,4197,
2022,12,73,7894,
2022,12,74,19542,
2022,12,75,4962,
2022,12,76,10724,
2022,12,77,4422,
2022,12,78,645,
2022,12,79,1579,
2022,12,80,1979,
2022,12,81,1741,
2022,12,82,4247,
2022,12,83,3402,
2022,12,84,1799,
2022,12,85,1818,
2022,12,86,4194,
2022,12,87,14449,
2022,12,88,7478,
2022,12,89,8560,
2022,12,90,16804,
2022,12,91,8450,
2022,12,92,4193,
2022,12,93,12674,
2022,12,94,10030,
2022,12,95,7886,
2022,12,96,1966,
2022,12,97,1139,
2022,12,98,5659,
2022,12,99,3295,
2022,12,100,2354,
2022,12,101,2037,
2022,12,102,1510,
2022,12,103,670,
2022,12,104,853,
2022,12,105,1581,
2022,12,106,1553,
2022,12,107,673,
2022,12,108,862,
2022,12,109,2065,
2022,12,110,2425,
2022,12,111,1128,
2022,12,112,7810,
2022,12,113,3485,
2022,12,114,350,
2022,12,115,3310,
