PRODUCT_NUMBER,YEAR,MONTH,EXPECTED_VOLUME
86,2022,7,974
86,2022,8,1043
86,2022,9,1774
86,2022,10,2052
86,2022,11,239
86,2022,12,797
87,2020,1,638
87,2020,2,1211
87,2020,3,4098
87,2020,4,3508
87,2020,5,3560
87,2020,6,3713
87,2020,7,4027
87,2020,8,2050
87,2020,9,1535
87,2020,10,821
87,2020,11,69
87,2020,12,239
87,2021,1,581
87,2021,2,329
87,2021,3,3066
87,2021,4,2605
87,2021,5,853
87,2021,6,1273
87,2021,7,1422
87,2021,8,995
87,2021,9,1352
87,2021,10,914
87,2021,11,338
87,2022,1,238
87,2022,2,207
87,2022,3,659
87,2022,4,1561
87,2022,5,939
87,2022,6,1139
87,2022,7,1505
87,2022,8,1242
87,2022,9,589
87,2022,10,603
87,2022,11,125
87,2022,12,429
88,2020,1,374
88,2020,2,547
88,2020,3,4707
88,2020,4,4068
88,2020,5,3376
88,2020,6,3040
88,2020,7,3538
88,2020,8,3028
88,2020,9,1457
88,2020,10,124
88,2020,11,330
88,2020,12,268
88,2021,1,729
88,2021,2,468
88,2021,3,2146
88,2021,4,4261
88,2021,5,790
88,2021,6,2227
88,2021,7,2981
88,2021,8,2658
88,2021,9,705
88,2021,10,1073
88,2021,11,263
88,2021,12,54
88,2022,1,410
88,2022,2,217
88,2022,3,1402
88,2022,4,2375
88,2022,5,1294
88,2022,6,2475
88,2022,7,1311
88,2022,8,1797
88,2022,9,783
88,2022,10,883
88,2022,11,314
88,2022,12,379
89,2020,1,457
89,2020,2,1217
89,2020,3,3488
89,2020,4,3512
89,2020,5,3810
89,2020,6,2532
89,2020,7,5409
89,2020,8,2624
89,2020,9,1246
89,2020,10,1232
89,2020,11,438
89,2020,12,63
89,2021,1,871
89,2021,2,297
89,2021,3,1855
89,2021,4,1913
89,2021,5,1551
89,2021,6,2124
89,2021,7,2505
89,2021,8,1675
89,2021,9,1177
89,2021,10,809
89,2021,11,200
89,2021,12,365
89,2022,1,795
89,2022,2,225
89,2022,3,1025
89,2022,4,1108
89,2022,5,1058
89,2022,6,891
89,2022,7,1181
89,2022,8,2191
89,2022,9,1057
89,2022,10,1074
89,2022,11,297
89,2022,12,319
90,2020,1,1070
90,2020,2,1954
90,2020,3,4167
90,2020,4,7933
90,2020,5,3742
90,2020,6,5358
90,2020,7,4926
90,2020,8,2457
90,2020,9,1565
90,2020,10,536
90,2020,11,615
90,2020,12,409
90,2021,1,1268
90,2021,2,703
90,2021,3,2136
90,2021,4,2626
90,2021,5,2002
90,2021,6,2888
90,2021,7,3213
90,2021,8,2116
90,2021,9,1658
90,2021,10,1470
90,2021,11,382
90,2021,12,421
90,2022,1,1490
90,2022,2,138
90,2022,3,1738
90,2022,4,2422
90,2022,5,992
90,2022,6,2188
90,2022,7,1735
90,2022,8,1730
90,2022,9,1106
90,2022,10,757
90,2022,11,175
90,2022,12,114
91,2020,1,191
91,2020,2,934
91,2020,3,1513
91,2020,4,2790
91,2020,5,1663
91,2020,6,1758
91,2020,7,2044
91,2020,8,1667
91,2020,9,513
91,2020,10,383
91,2020,11,90
91,2020,12,119
91,2021,1,340
91,2021,2,391
91,2021,3,1591
91,2021,4,1514
91,2021,5,1105
91,2021,6,1858
91,2021,7,1490
91,2021,8,1002
91,2021,9,660
91,2021,10,353
91,2021,11,179
91,2021,12,258
91,2022,1,172
91,2022,2,409
91,2022,3,947
91,2022,4,1036
91,2022,5,912
91,2022,6,1140
91,2022,7,1322
91,2022,8,954
91,2022,9,566
91,2022,10,794
91,2022,11,223
91,2022,12,113
92,2020,1,480
92,2020,2,372
92,2020,3,747
92,2020,4,791
92,2020,5,1091
92,2020,6,1338
92,2020,7,909
92,2020,8,426
92,2020,9,501
92,2020,10,20
92,2020,11,24
92,2020,12,203
92,2021,1,198
92,2021,2,161
92,2021,3,538
92,2021,4,707
92,2021,5,329
92,2021,6,437
92,2021,7,335
92,2021,8,469
92,2021,9,112
92,2021,10,69
92,2021,11,75
92,2021,12,120
92,2022,1,55
92,2022,2,138
92,2022,3,327
92,2022,4,346
92,2022,5,193
92,2022,6,358
92,2022,7,292
92,2022,8,279
92,2022,9,99
92,2022,10,322
92,2022,11,62
92,2022,12,60
93,2020,1,595
93,2020,2,636
93,2020,3,4360
93,2020,4,3306
93,2020,5,2000
93,2020,6,4372
93,2020,7,3975
93,2020,8,3849
93,2020,9,1042
93,2020,10,904
93,2020,11,610
93,2020,12,141
93,2021,1,460
93,2021,2,408
93,2021,3,1315
93,2021,4,3085
93,2021,5,974
93,2021,6,3110
93,2021,7,1697
93,2021,8,1759
93,2021,9,605
93,2021,10,499
93,2021,11,210
93,2021,12,361
93,2022,1,321
93,2022,2,346
93,2022,3,1010
93,2022,4,1618
93,2022,5,1307
93,2022,6,1207
93,2022,7,875
93,2022,8,1271
93,2022,9,1038
93,2022,10,1174
93,2022,11,314
93,2022,12,216
94,2020,1,556
94,2020,2,863
94,2020,3,3648
94,2020,4,4354
94,2020,5,3381
94,2020,6,4621
94,2020,7,4653
94,2020,8,4628
94,2020,9,3412
94,2020,10,841
94,2020,11,371
94,2020,12,405
94,2021,1,1246
94,2021,2,414
94,2021,3,3094
94,2021,4,3046
94,2021,5,1791
94,2021,6,2398
94,2021,7,2789
94,2021,8,3844
94,2021,9,826
94,2021,10,1245
94,2021,11,181
94,2021,12,421
94,2022,1,1376
94,2022,2,871
94,2022,3,1655
94,2022,4,2233
94,2022,5,2079
94,2022,6,1643
94,2022,7,2559
94,2022,8,1071
94,2022,9,775
94,2022,10,2035
94,2022,11,646
94,2022,12,875
95,2020,1,382
95,2020,2,949
95,2020,3,3519
95,2020,4,5336
95,2020,5,2363
95,2020,6,2831
95,2020,7,4561
95,2020,8,2434
95,2020,9,2023
95,2020,10,1608
95,2020,11,238
95,2020,12,247
95,2021,1,985
95,2021,2,83
95,2021,3,2074
95,2021,4,1507
95,2021,5,2316
95,2021,6,2405
95,2021,7,1744
95,2021,8,1803
95,2021,9,933
95,2021,10,963
95,2021,11,364
95,2021,12,267
95,2022,1,438
95,2022,2,154
95,2022,3,788
95,2022,4,1674
95,2022,5,1771
95,2022,6,1401
95,2022,7,676
95,2022,8,2111
95,2022,9,999
95,2022,10,649
95,2022,11,267
95,2022,12,219
96,2020,1,131
96,2020,2,100
96,2020,3,391
96,2020,4,491
96,2020,5,452
96,2020,6,349
96,2020,7,314
96,2020,8,296
96,2020,9,216
96,2020,11,164
96,2020,12,62
96,2021,1,191
96,2021,2,82
96,2021,3,224
96,2021,4,263
96,2021,5,112
96,2021,6,269
96,2021,7,417
96,2021,8,238
96,2021,9,55
96,2021,10,60
96,2021,11,52
96,2021,12,24
96,2022,1,110
96,2022,3,206
96,2022,4,360
96,2022,5,75
96,2022,6,220
96,2022,7,149
96,2022,8,67
96,2022,9,137
96,2022,10,32
97,2020,1,105
97,2020,2,26
97,2020,3,135
97,2020,4,272
97,2020,5,289
97,2020,6,153
97,2020,7,299
97,2020,8,91
97,2020,9,147
97,2020,10,45
97,2020,11,59
97,2020,12,34
97,2021,1,30
97,2021,2,33
97,2021,3,86
97,2021,4,171
97,2021,5,80
97,2021,6,225
97,2021,7,156
97,2021,8,83
97,2021,9,86
97,2021,10,58
97,2021,11,72
97,2021,12,36
97,2022,1,11
97,2022,2,52
97,2022,3,69
97,2022,4,76
97,2022,5,68
97,2022,6,59
97,2022,7,76
97,2022,9,29
97,2022,10,64
97,2022,11,38
97,2022,12,41
98,2020,1,522
98,2020,2,470
98,2020,3,1377
98,2020,4,1021
98,2020,5,857
98,2020,6,1739
98,2020,7,1438
98,2020,8,1326
98,2020,9,292
98,2020,10,337
98,2020,11,42
98,2020,12,238
98,2021,1,799
98,2021,2,228
98,2021,3,776
98,2021,4,669
98,2021,5,350
98,2021,6,1008
98,2021,7,637
98,2021,8,670
98,2021,9,286
98,2021,10,134
98,2021,11,62
98,2021,12,64
98,2022,1,80
98,2022,3,472
98,2022,4,275
98,2022,5,612
98,2022,6,477
98,2022,7,559
98,2022,8,258
98,2022,9,625
98,2022,10,266
98,2022,11,207
98,2022,12,46
99,2020,1,332
99,2020,2,246
99,2020,3,1002
99,2020,4,1690
99,2020,5,741
99,2020,6,698
99,2020,7,894
99,2020,8,841
99,2020,9,460
99,2020,10,273
99,2020,11,140
99,2020,12,60
99,2021,1,510
99,2021,2,45
99,2021,3,865
99,2021,4,820
99,2021,5,599
99,2021,6,352
99,2021,7,423
99,2021,8,440
99,2021,9,256
99,2021,10,230
99,2021,11,187
99,2021,12,134
99,2022,1,169
99,2022,2,92
99,2022,3,360
99,2022,4,342
99,2022,5,519
99,2022,6,701
99,2022,7,327
99,2022,8,299
99,2022,9,241
99,2022,10,334
99,2022,11,182
99,2022,12,109
100,2020,1,670
100,2020,2,817
100,2020,3,1429
100,2020,4,1891
100,2020,5,994
100,2020,6,1500
100,2020,7,1615
100,2020,8,1162
100,2020,9,604
100,2020,10,2835
100,2020,11,1158
100,2020,12,545
100,2021,1,509
100,2021,2,309
100,2021,3,736
100,2021,4,615
100,2021,5,523
100,2021,6,1007
100,2021,7,1518
100,2021,8,948
100,2021,9,1036
100,2021,10,1119
100,2021,11,250
100,2021,12,436
100,2022,1,271
100,2022,2,260
100,2022,3,538
100,2022,4,609
100,2022,5,548
100,2022,6,834
100,2022,7,476
100,2022,8,865
100,2022,9,606
100,2022,10,757
100,2022,11,291
100,2022,12,384
101,2020,1,67
101,2020,2,47
101,2020,3,68
101,2020,4,93
101,2020,5,99
101,2020,6,169
101,2020,7,158
101,2020,8,50
101,2020,9,70
101,2020,10,124
101,2020,11,76
101,2020,12,65
101,2021,1,50
101,2021,2,74
101,2021,3,213
101,2021,4,368
101,2021,5,283
101,2021,6,253
101,2021,7,74
101,2021,8,89
101,2021,9,125
101,2021,10,406
101,2021,11,136
101,2021,12,110
101,2022,1,42
101,2022,2,40
101,2022,3,361
101,2022,4,331
101,2022,5,183
101,2022,6,247
101,2022,7,183
101,2022,8,82
101,2022,9,309
101,2022,10,346
101,2022,11,238
101,2022,12,118
102,2020,1,18
102,2020,2,45
102,2020,3,163
102,2020,4,119
102,2020,5,84
102,2020,6,124
102,2020,7,30
102,2020,8,24
102,2020,9,105
102,2020,10,123
102,2020,11,78
102,2020,12,73
102,2021,1,64
102,2021,2,24
102,2021,3,208
102,2021,4,346
102,2021,5,93
102,2021,6,199
102,2021,7,72
102,2021,8,89
102,2021,9,196
102,2021,10,252
102,2021,11,127
102,2021,12,38
102,2022,1,47
102,2022,2,41
102,2022,3,278
102,2022,4,313
102,2022,5,246
102,2022,6,155
102,2022,7,100
102,2022,8,112
102,2022,9,292
102,2022,10,261
102,2022,11,174
102,2022,12,154
103,2020,1,6
103,2020,3,48
103,2020,4,33
103,2020,5,17
103,2020,6,49
103,2020,7,29
103,2020,8,16
103,2020,9,33
103,2020,10,101
103,2020,11,34
103,2020,12,24
103,2021,1,42
103,2021,2,3
103,2021,3,108
103,2021,4,97
103,2021,5,45
103,2021,6,50
103,2021,7,43
103,2021,8,42
103,2021,9,99
103,2021,10,165
103,2021,11,23
103,2021,12,35
103,2022,1,47
103,2022,3,74
103,2022,4,142
103,2022,5,99
103,2022,6,57
103,2022,7,32
103,2022,8,40
103,2022,9,128
103,2022,10,101
103,2022,11,68
103,2022,12,48
104,2020,1,11
104,2020,2,18
104,2020,3,25
104,2020,4,56
104,2020,5,13
104,2020,6,29
104,2020,7,18
104,2020,8,14
104,2020,9,14
104,2020,10,40
104,2020,11,30
104,2020,12,24
104,2021,1,34
104,2021,2,1
104,2021,3,83
104,2021,4,113
104,2021,5,40
104,2021,6,62
104,2021,7,15
104,2021,8,25
104,2021,9,46
104,2021,10,77
104,2021,11,50
104,2021,12,14
104,2022,1,47
104,2022,2,20
104,2022,3,38
104,2022,4,101
104,2022,5,57
104,2022,6,85
104,2022,7,21
104,2022,8,11
104,2022,9,51
104,2022,10,144
104,2022,11,6
104,2022,12,61
105,2020,1,39
105,2020,2,13
105,2020,3,69
105,2020,4,279
105,2020,5,133
105,2020,6,54
105,2020,7,65
105,2020,8,15
105,2020,9,126
105,2020,10,152
105,2020,11,94
105,2020,12,56
105,2021,1,88
105,2021,2,53
105,2021,3,215
105,2021,4,453
105,2021,5,179
105,2021,6,313
105,2021,7,59
105,2021,8,10
105,2021,9,116
105,2021,10,371
105,2021,11,95
105,2021,12,126
105,2022,1,70
105,2022,2,45
105,2022,3,229
105,2022,4,466
105,2022,5,163
105,2022,6,143
105,2022,7,82
105,2022,8,45
105,2022,9,222
105,2022,10,390
105,2022,11,66
105,2022,12,150
106,2020,1,60
106,2020,2,17
106,2020,3,44
106,2020,4,80
106,2020,5,46
106,2020,6,151
106,2020,7,52
106,2020,8,36
106,2020,9,89
106,2020,10,143
106,2020,11,61
106,2020,12,15
106,2021,1,106
106,2021,2,50
106,2021,3,99
106,2021,4,333
106,2021,5,96
106,2021,6,309
106,2021,7,159
106,2021,8,74
106,2021,9,124
106,2021,10,271
106,2021,11,97
106,2021,12,23
106,2022,1,155
106,2022,2,49
106,2022,3,95
106,2022,4,265
106,2022,5,126
106,2022,6,199
106,2022,7,123
106,2022,8,68
106,2022,9,221
106,2022,10,242
106,2022,11,94
106,2022,12,156
107,2020,3,68
107,2020,4,42
107,2020,5,39
107,2020,6,9
107,2020,7,6
107,2020,8,18
107,2020,9,36
107,2020,10,44
107,2020,11,23
107,2020,12,17
107,2021,1,24
107,2021,3,92
107,2021,4,86
107,2021,5,40
107,2021,6,126
107,2021,7,12
107,2021,8,16
107,2021,9,47
107,2021,10,132
107,2021,11,76
107,2021,12,37
107,2022,1,18
107,2022,2,13
107,2022,3,58
107,2022,4,64
107,2022,5,101
107,2022,6,51
107,2022,7,31
107,2022,8,7
107,2022,9,78
107,2022,10,177
107,2022,11,45
107,2022,12,37
108,2020,1,3
108,2020,2,4
108,2020,3,20
108,2020,4,29
108,2020,5,20
108,2020,6,37
108,2020,7,19
108,2020,8,18
108,2020,9,39
108,2020,10,35
108,2020,11,13
108,2020,12,10
108,2021,1,13
108,2021,2,8
108,2021,3,44
108,2021,4,109
108,2021,5,20
108,2021,6,96
108,2021,7,42
108,2021,8,14
108,2021,9,44
108,2021,10,120
108,2021,11,48
108,2021,12,40
108,2022,1,1
108,2022,2,8
108,2022,3,45
108,2022,4,60
108,2022,5,46
108,2022,6,88
108,2022,7,32
108,2022,8,14
108,2022,9,30
108,2022,10,132
108,2022,11,31
108,2022,12,46
109,2020,1,168
109,2020,2,46
109,2020,3,233
109,2020,4,340
109,2020,5,172
109,2020,6,160
109,2020,7,140
109,2020,8,174
109,2020,9,222
109,2020,10,258
109,2020,11,98
109,2020,12,184
109,2021,1,185
109,2021,2,62
109,2021,3,401
109,2021,4,530
109,2021,5,278
109,2021,6,767
109,2021,7,245
109,2021,8,209
109,2021,9,430
109,2021,10,757
109,2021,11,275
109,2021,12,200
109,2022,1,207
109,2022,2,284
109,2022,3,450
109,2022,4,705
109,2022,5,401
109,2022,6,382
109,2022,7,282
109,2022,8,141
109,2022,9,314
109,2022,10,877
109,2022,11,210
109,2022,12,361
110,2020,1,19
110,2020,2,50
110,2020,3,190
110,2020,4,193
110,2020,5,187
110,2020,6,209
110,2020,7,135
110,2020,8,56
110,2020,9,123
110,2020,10,206
110,2020,11,221
110,2020,12,151
110,2021,1,9
110,2021,3,415
110,2021,4,519
110,2021,5,183
110,2021,6,396
110,2021,7,182
110,2021,8,65
110,2021,9,361
110,2021,10,693
110,2021,11,172
110,2021,12,204
110,2022,1,153
110,2022,2,86
110,2022,3,448
110,2022,4,529
110,2022,5,306
110,2022,6,334
110,2022,7,316
110,2022,8,28
110,2022,9,523
110,2022,10,542
110,2022,11,198
110,2022,12,200
111,2020,1,4
111,2020,2,32
111,2020,3,56
111,2020,4,55
111,2020,5,44
111,2020,6,76
111,2020,7,31
111,2020,8,10
111,2020,9,33
111,2020,10,121
111,2020,11,35
111,2020,12,44
111,2021,1,20
111,2021,2,18
111,2021,3,204
111,2021,4,155
111,2021,5,118
111,2021,6,124
111,2021,7,58
111,2021,8,50
111,2021,9,89
111,2021,10,258
111,2021,11,92
111,2021,12,105
111,2022,1,35
111,2022,2,3
111,2022,3,97
111,2022,4,186
111,2022,5,126
111,2022,6,114
111,2022,7,85
111,2022,8,20
111,2022,9,238
111,2022,10,171
111,2022,11,199
111,2022,12,121
112,2020,1,17
112,2020,3,427
112,2020,4,223
112,2020,5,447
112,2020,6,219
112,2020,7,103
112,2020,8,155
112,2020,9,313
112,2020,10,555
112,2020,11,264
112,2020,12,130
112,2021,1,206
112,2021,2,94
112,2021,3,843
112,2021,4,489
112,2021,5,141
112,2021,6,830
112,2021,7,513
112,2021,8,338
112,2021,9,320
112,2021,10,1387
112,2021,11,386
112,2021,12,422
112,2022,1,158
112,2022,2,160
112,2022,3,903
112,2022,4,1007
112,2022,5,269
112,2022,6,416
112,2022,7,423
112,2022,8,282
112,2022,9,983
112,2022,10,729
112,2022,11,385
112,2022,12,395
113,2020,1,42
113,2020,3,419
113,2020,4,125
113,2020,5,334
113,2020,6,283
113,2020,7,298
113,2020,8,97
113,2020,9,335
113,2020,10,290
113,2020,11,214
113,2020,12,213
113,2021,1,220
113,2021,2,68
113,2021,3,524
113,2021,4,917
113,2021,5,439
113,2021,6,658
113,2021,7,260
113,2021,8,208
113,2021,9,591
113,2021,10,943
113,2021,11,249
113,2021,12,276
113,2022,1,173
113,2022,3,686
113,2022,4,843
113,2022,5,410
113,2022,6,630
113,2022,7,544
113,2022,8,128
113,2022,9,646
113,2022,10,892
113,2022,11,362
113,2022,12,329
114,2020,1,9
114,2020,2,6
114,2020,3,29
114,2020,4,41
114,2020,5,42
114,2020,6,16
114,2020,7,15
114,2020,8,7
114,2020,9,29
114,2020,10,46
114,2020,11,42
114,2020,12,41
114,2021,1,15
114,2021,2,15
114,2021,3,65
114,2021,4,89
114,2021,5,34
114,2021,6,52
114,2021,7,49
114,2021,8,34
114,2021,9,44
114,2021,10,142
114,2021,11,94
114,2021,12,29
114,2022,1,19
114,2022,2,6
114,2022,3,67
114,2022,4,116
114,2022,5,53
114,2022,6,45
114,2022,7,32
114,2022,8,13
114,2022,9,109
114,2022,10,129
114,2022,11,38
114,2022,12,59
115,2020,1,174
115,2020,2,59
115,2020,3,164
115,2020,4,364
115,2020,5,189
115,2020,6,417
115,2020,7,252
115,2020,8,94
115,2020,9,627
115,2020,10,661
115,2020,11,184
115,2020,12,336
115,2021,1,210
115,2021,2,333
115,2021,3,708
115,2021,4,1132
115,2021,5,187
115,2021,6,938
1,2020,1,524
1,2020,2,403
1,2020,3,750
1,2020,4,1386
1,2020,5,544
1,2020,6,1170
1,2020,7,696
1,2020,8,502
1,2020,9,839
1,2020,10,1399
1,2020,11,390
1,2020,12,640
1,2021,1,697
1,2021,2,977
1,2021,3,1096
1,2021,4,1578
1,2021,5,751
1,2021,6,1640
1,2021,7,999
1,2021,8,1332
1,2021,9,1419
1,2021,10,3775
1,2021,11,457
1,2021,12,905
1,2022,1,627
1,2022,2,1044
1,2022,3,1318
1,2022,4,1162
1,2022,5,1530
1,2022,6,1496
1,2022,7,1178
1,2022,8,1065
1,2022,9,811
1,2022,10,2997
1,2022,11,1071
1,2022,12,571
2,2020,1,337
2,2020,2,77
2,2020,3,465
2,2020,4,931
2,2020,5,474
2,2020,6,507
2,2020,7,617
2,2020,8,373
2,2020,9,239
2,2020,10,1417
2,2020,11,338
2,2020,12,715
2,2021,1,358
2,2021,2,547
2,2021,3,558
2,2021,4,1647
2,2021,5,684
2,2021,6,1179
2,2021,7,1228
2,2021,8,624
2,2021,9,1010
2,2021,10,1664
2,2021,11,1874
2,2021,12,544
2,2022,1,243
2,2022,2,522
2,2022,3,655
2,2022,4,2031
2,2022,5,1336
2,2022,6,502
2,2022,7,1356
2,2022,8,717
2,2022,9,548
2,2022,10,2312
2,2022,11,887
2,2022,12,1264
3,2020,1,352
3,2020,2,280
3,2020,3,241
3,2020,4,414
3,2020,5,291
3,2020,6,940
3,2020,7,541
3,2020,8,505
3,2020,9,188
3,2020,10,1059
3,2020,11,322
3,2020,12,511
3,2021,1,640
3,2021,2,235
3,2021,3,407
3,2021,4,883
3,2021,5,387
3,2021,6,1255
3,2021,7,982
3,2021,8,445
3,2021,9,1273
3,2021,10,1628
3,2021,11,542
3,2021,12,349
3,2022,1,347
3,2022,2,145
3,2022,3,1005
3,2022,4,1382
3,2022,5,639
3,2022,6,1018
3,2022,7,975
3,2022,8,1103
3,2022,9,529
3,2022,10,2369
3,2022,11,396
3,2022,12,465
4,2020,1,202
4,2020,2,371
4,2020,3,593
4,2020,4,1113
4,2020,5,751
4,2020,6,688
4,2020,7,568
4,2020,8,188
4,2020,9,419
4,2020,10,928
4,2020,11,571
4,2020,12,259
4,2021,1,763
4,2021,2,226
4,2021,3,984
4,2021,4,1010
4,2021,5,675
4,2021,6,1150
4,2021,7,1554
4,2021,8,1098
4,2021,9,1125
4,2021,10,2056
4,2021,11,875
4,2021,12,299
4,2022,1,307
4,2022,2,629
4,2022,3,1262
4,2022,4,1167
4,2022,5,737
4,2022,6,891
4,2022,7,944
4,2022,8,652
4,2022,9,1049
4,2022,10,2847
4,2022,11,604
4,2022,12,1286
5,2020,1,168
5,2020,2,90
5,2020,3,156
5,2020,4,106
5,2020,5,226
5,2020,6,364
5,2020,7,178
5,2020,8,163
5,2020,9,167
5,2020,10,480
5,2020,11,64
5,2020,12,198
5,2021,1,266
5,2021,2,315
5,2021,3,185
5,2021,4,588
5,2021,5,214
5,2021,6,412
5,2021,7,276
5,2021,8,204
5,2021,9,471
5,2021,10,586
5,2021,11,374
5,2021,12,177
5,2022,1,210
5,2022,2,142
5,2022,3,561
5,2022,4,461
5,2022,5,798
5,2022,6,490
5,2022,7,401
5,2022,8,429
5,2022,9,301
5,2022,10,849
5,2022,11,263
5,2022,12,338
6,2020,1,41
6,2020,2,31
6,2020,3,16
6,2020,4,63
6,2020,5,12
6,2020,6,51
6,2020,7,87
6,2020,8,64
6,2020,9,44
6,2020,10,224
6,2020,11,45
6,2020,12,26
6,2021,1,67
6,2021,2,53
6,2021,3,134
6,2021,4,145
6,2021,5,121
6,2021,6,83
6,2021,7,70
6,2021,8,98
6,2021,9,241
6,2021,10,166
6,2021,11,118
6,2021,12,51
6,2022,1,58
6,2022,2,102
6,2022,3,161
6,2022,4,102
6,2022,5,183
6,2022,6,54
6,2022,7,66
6,2022,8,152
6,2022,9,74
6,2022,10,336
6,2022,11,52
6,2022,12,147
7,2020,1,153
7,2020,2,87
7,2020,3,125
7,2020,4,277
7,2020,5,163
7,2020,6,123
7,2020,7,207
7,2020,8,55
7,2020,9,103
7,2020,10,377
7,2020,11,127
7,2020,12,104
7,2021,1,245
7,2021,2,20
7,2021,3,291
7,2021,4,495
7,2021,5,395
7,2021,6,151
7,2021,7,537
7,2021,8,182
7,2021,9,233
7,2021,10,635
7,2021,11,170
7,2021,12,46
7,2022,1,146
7,2022,2,467
7,2022,3,195
7,2022,4,512
7,2022,5,370
7,2022,6,293
7,2022,7,191
7,2022,8,327
7,2022,9,364
7,2022,10,1039
7,2022,11,435
7,2022,12,390
8,2020,1,72
8,2020,2,195
8,2020,3,252
8,2020,4,464
8,2020,5,166
8,2020,6,154
8,2020,7,297
8,2020,8,142
8,2020,9,163
8,2020,10,576
8,2020,11,124
8,2020,12,70
8,2021,1,337
8,2021,2,216
8,2021,3,483
8,2021,4,454
8,2021,5,293
8,2021,6,564
